bodyId,neuron_type,assigned_hex1,assigned_hex2
94444,L1,1,7
110883,L2,1,7
164392,L3,1,7
203248,L5,1,7
74949,Mi1,1,7
136972,Mi4,1,7
152896,Mi9,1,7
146983,C2,1,7
105202,C3,1,7
125768,Tm1,1,7
118266,Tm2,1,7
162013,Tm9,1,7
159141,Tm20,1,7
108940,T1,1,7
65625,L1,1,8
80370,L2,1,8
146392,L3,1,8
192440,L5,1,8
93321,Mi1,1,8
136844,Mi4,1,8
165028,Mi9,1,8
140185,C2,1,8
94187,C3,1,8
108457,Tm1,1,8
127544,Tm2,1,8
130822,Tm4,1,8
152488,Tm9,1,8
75365,T1,1,8
77697,L1,1,10
95973,L2,1,10
155869,L3,1,10
182356,L5,1,10
101491,Mi1,1,10
145945,Mi4,1,10
158838,Mi9,1,10
137248,C2,1,10
87963,C3,1,10
115490,Tm1,1,10
112432,Tm4,1,10
157909,Tm9,1,10
90494,T1,1,10
107494,L1,2,5
153022,L2,2,5
180780,L3,2,5
204708,L5,2,5
98563,Mi1,2,5
135516,Mi4,2,5
191480,Mi9,2,5
120468,C3,2,5
105917,Tm1,2,5
124545,Tm2,2,5
96329,T1,2,5
90008,L1,2,6
102679,L2,2,6
162173,L3,2,6
210629,L5,2,6
108486,Mi1,2,6
128147,Mi4,2,6
150055,Mi9,2,6
125236,C2,2,6
106287,C3,2,6
66958,Tm1,2,6
135322,Tm2,2,6
104608,Tm4,2,6
211898,Tm9,2,6
148934,Tm20,2,6
100116,T1,2,6
91223,L1,2,7
71059,L2,2,7
126564,L3,2,7
169271,L5,2,7
78028,Mi1,2,7
122523,Mi4,2,7
119221,Mi9,2,7
150946,C2,2,7
103655,C3,2,7
526549,Tm1,2,7
124756,Tm4,2,7
162075,Tm9,2,7
152783,Tm20,2,7
95526,T1,2,7
61905,L1,2,8
63386,L2,2,8
122458,L3,2,8
168931,L5,2,8
83423,Mi1,2,8
106767,Mi4,2,8
124434,Mi9,2,8
119136,C2,2,8
94103,C3,2,8
85230,Tm1,2,8
102808,Tm2,2,8
101762,Tm4,2,8
153744,Tm9,2,8
140398,Tm20,2,8
138798,T1,2,8
56103,L1,2,9
51175,L2,2,9
107931,L3,2,9
170431,L5,2,9
79930,Mi1,2,9
105380,Mi4,2,9
135670,Mi9,2,9
158791,C2,2,9
88716,C3,2,9
95289,Tm1,2,9
94041,Tm2,2,9
140632,Tm9,2,9
154553,Tm20,2,9
73129,T1,2,9
61335,L1,2,10
87031,L2,2,10
147082,L3,2,10
154992,L5,2,10
73240,Mi1,2,10
119350,Mi4,2,10
149281,Mi9,2,10
125193,C2,2,10
88743,C3,2,10
95701,Tm1,2,10
94527,Tm2,2,10
115899,Tm4,2,10
159972,Tm9,2,10
154860,Tm20,2,10
160104,T1,2,10
59572,L1,2,11
65277,L2,2,11
166491,L3,2,11
204668,L5,2,11
89532,Mi1,2,11
145679,Mi4,2,11
155843,Mi9,2,11
143332,C2,2,11
22038,C3,2,11
107389,Tm1,2,11
108525,Tm2,2,11
115910,Tm4,2,11
155505,Tm9,2,11
171480,Tm20,2,11
68758,T1,2,11
71110,L1,2,12
75482,L2,2,12
131950,L3,2,12
197045,L5,2,12
108302,Mi1,2,12
160018,Mi4,2,12
160408,Mi9,2,12
136731,C2,2,12
101422,C3,2,12
110916,Tm1,2,12
127662,Tm2,2,12
121027,Tm4,2,12
171058,Tm9,2,12
170248,Tm20,2,12
81065,T1,2,12
72846,L1,2,13
87871,L2,2,13
136836,L3,2,13
215683,L5,2,13
144511,Mi1,2,13
139438,Mi4,2,13
159161,Mi9,2,13
140872,C2,2,13
111739,C3,2,13
107139,Tm1,2,13
124698,Tm2,2,13
167109,Tm9,2,13
88175,T1,2,13
94899,L1,3,4
104423,L2,3,4
156352,L3,3,4
216660,L5,3,4
151090,Mi1,3,4
126563,Mi4,3,4
129406,Mi9,3,4
131375,C2,3,4
103671,C3,3,4
121787,Tm1,3,4
112768,Tm2,3,4
115302,Tm4,3,4
150114,Tm9,3,4
158740,T1,3,4
74247,L1,3,5
91773,L2,3,5
140948,L3,3,5
170042,L5,3,5
79418,Mi1,3,5
133577,Mi4,3,5
134078,Mi9,3,5
63213,C2,3,5
105131,C3,3,5
103258,Tm1,3,5
110576,Tm4,3,5
159356,Tm9,3,5
131829,Tm20,3,5
75126,T1,3,5
55965,L1,3,6
57301,L2,3,6
88380,L3,3,6
167837,L5,3,6
118763,Mi1,3,6
106286,Mi4,3,6
119557,Mi9,3,6
130112,C2,3,6
95899,C3,3,6
73596,Tm1,3,6
105499,Tm2,3,6
108244,Tm4,3,6
143028,Tm9,3,6
132125,Tm20,3,6
57288,T1,3,6
52226,L1,3,7
50362,L2,3,7
41274,L3,3,7
147401,L5,3,7
60908,Mi1,3,7
93320,Mi4,3,7
116362,Mi9,3,7
130485,C2,3,7
83189,C3,3,7
87580,Tm1,3,7
80742,Tm2,3,7
103981,Tm4,3,7
554447,Tm9,3,7
142226,Tm20,3,7
56631,T1,3,7
49635,L1,3,8
44499,L2,3,8
98043,L3,3,8
151214,L5,3,8
59804,Mi1,3,8
95806,Mi4,3,8
121701,Mi9,3,8
117761,C2,3,8
76736,C3,3,8
113960,Tm1,3,8
80240,Tm2,3,8
102030,Tm4,3,8
126507,Tm9,3,8
132292,Tm20,3,8
59770,T1,3,8
43611,L1,3,9
43135,L2,3,9
114322,L3,3,9
126586,L5,3,9
63060,Mi1,3,9
96971,Mi4,3,9
129332,Mi9,3,9
123476,C2,3,9
81911,C3,3,9
78646,Tm1,3,9
79422,Tm2,3,9
108103,Tm4,3,9
138428,Tm9,3,9
135028,Tm20,3,9
53522,T1,3,9
33193,L1,3,10
36037,L2,3,10
65517,L3,3,10
117837,L5,3,10
59610,Mi1,3,10
92022,Mi4,3,10
95552,Mi9,3,10
142943,C2,3,10
66408,C3,3,10
74414,Tm1,3,10
73780,Tm2,3,10
101518,Tm4,3,10
140672,Tm9,3,10
134905,Tm20,3,10
50101,T1,3,10
40259,L1,3,11
31081,L2,3,11
78252,L3,3,11
131872,L5,3,11
58676,Mi1,3,11
131436,Mi4,3,11
124451,Mi9,3,11
103806,C2,3,11
62329,C3,3,11
75398,Tm1,3,11
118957,Tm2,3,11
101084,Tm4,3,11
133568,Tm9,3,11
144000,Tm20,3,11
49068,T1,3,11
43918,L1,3,12
39628,L2,3,12
98664,L3,3,12
137262,L5,3,12
62228,Mi1,3,12
141183,Mi4,3,12
124088,Mi9,3,12
119806,C2,3,12
76252,C3,3,12
71559,Tm1,3,12
89511,Tm2,3,12
142261,Tm4,3,12
142138,Tm9,3,12
143643,Tm20,3,12
54138,T1,3,12
50157,L1,3,13
40382,L2,3,13
173989,L3,3,13
157420,L5,3,13
75827,Mi1,3,13
113940,Mi4,3,13
146430,Mi9,3,13
129545,C2,3,13
90664,C3,3,13
87339,Tm1,3,13
95327,Tm2,3,13
114613,Tm4,3,13
145453,Tm9,3,13
146247,Tm20,3,13
63897,T1,3,13
81438,L1,3,14
48825,L2,3,14
142399,L3,3,14
116275,L5,3,14
152256,Mi4,3,14
139349,Mi9,3,14
129088,C2,3,14
94905,C3,3,14
100704,Tm1,3,14
109785,Tm2,3,14
96602,Tm4,3,14
159072,Tm9,3,14
159232,Tm20,3,14
63763,T1,3,14
70736,L1,3,15
60811,L2,3,15
108052,L3,3,15
117042,L5,3,15
78526,Mi1,3,15
129411,Mi4,3,15
159606,Mi9,3,15
118885,C2,3,15
75671,C3,3,15
92462,Tm1,3,15
106558,Tm2,3,15
110591,Tm4,3,15
145842,Tm9,3,15
161521,Tm20,3,15
144595,T1,3,15
98851,L1,4,3
112557,L2,4,3
160436,L3,4,3
199924,L5,4,3
90781,Mi1,4,3
111117,Mi4,4,3
207240,Mi9,4,3
135932,C2,4,3
111583,C3,4,3
114891,Tm1,4,3
116265,Tm2,4,3
81262,Tm4,4,3
149389,Tm9,4,3
89561,T1,4,3
82908,L1,4,4
47057,L2,4,4
154953,L3,4,4
178147,L5,4,4
70917,Mi1,4,4
88121,Mi4,4,4
118780,Mi9,4,4
137439,C2,4,4
109894,C3,4,4
151550,Tm1,4,4
98597,Tm2,4,4
100227,Tm4,4,4
145128,Tm9,4,4
123207,Tm20,4,4
76452,T1,4,4
67725,L1,4,5
51150,L2,4,5
131312,L3,4,5
153414,L5,4,5
60114,Mi1,4,5
89611,Mi4,4,5
113610,Mi9,4,5
111753,C2,4,5
93781,C3,4,5
77862,Tm1,4,5
88744,Tm2,4,5
101432,Tm4,4,5
112971,Tm9,4,5
69981,T1,4,5
41884,L1,4,6
38302,L2,4,6
88025,L3,4,6
155267,L5,4,6
55133,Mi1,4,6
130856,Mi4,4,6
97712,Mi9,4,6
126176,C2,4,6
78846,C3,4,6
71103,Tm1,4,6
71202,Tm2,4,6
94513,Tm4,4,6
118541,Tm9,4,6
129414,Tm20,4,6
60398,T1,4,6
45333,L1,4,7
36515,L2,4,7
98351,L3,4,7
124324,L5,4,7
59548,Mi1,4,7
97521,Mi4,4,7
102124,Mi9,4,7
121928,C2,4,7
78986,C3,4,7
69066,Tm1,4,7
73896,Tm2,4,7
104856,Tm4,4,7
126182,Tm9,4,7
131865,Tm20,4,7
52611,T1,4,7
40257,L1,4,8
38277,L2,4,8
99730,L3,4,8
117253,L5,4,8
60569,Mi1,4,8
84337,Mi4,4,8
110670,Mi9,4,8
118238,C2,4,8
69718,C3,4,8
40942,Tm1,4,8
75008,Tm2,4,8
104758,Tm4,4,8
113631,Tm9,4,8
119435,Tm20,4,8
51711,T1,4,8
42152,L1,4,9
39822,L2,4,9
62334,L3,4,9
130184,L5,4,9
58253,Mi1,4,9
87516,Mi4,4,9
108115,Mi9,4,9
104275,C2,4,9
72834,C3,4,9
80037,Tm1,4,9
525614,Tm2,4,9
93146,Tm4,4,9
115757,Tm9,4,9
53296,T1,4,9
31299,L1,4,10
28405,L2,4,10
62869,L3,4,10
134747,L5,4,10
51775,Mi1,4,10
92009,Mi4,4,10
101828,Mi9,4,10
99410,C2,4,10
59454,C3,4,10
71992,Tm1,4,10
73030,Tm2,4,10
91064,Tm4,4,10
111279,Tm9,4,10
122837,Tm20,4,10
41630,T1,4,10
34493,L1,4,11
28128,L2,4,11
137832,L3,4,11
107980,L5,4,11
58119,Mi1,4,11
79031,Mi4,4,11
33628,Mi9,4,11
104504,C2,4,11
56636,C3,4,11
56615,Tm1,4,11
67555,Tm2,4,11
93106,Tm4,4,11
105531,Tm9,4,11
133418,Tm20,4,11
42910,T1,4,11
33719,L1,4,12
30403,L2,4,12
80966,L3,4,12
125052,L5,4,12
52384,Mi1,4,12
89077,Mi4,4,12
123710,Mi9,4,12
120712,C2,4,12
70754,C3,4,12
130649,Tm1,4,12
66960,Tm2,4,12
90005,Tm4,4,12
123133,Tm9,4,12
137763,Tm20,4,12
40872,T1,4,12
34833,L1,4,13
31926,L2,4,13
117450,L3,4,13
123805,L5,4,13
67542,Mi1,4,13
84613,Mi4,4,13
119047,Mi9,4,13
109648,C2,4,13
60357,C3,4,13
128308,Tm1,4,13
72532,Tm2,4,13
100675,Tm4,4,13
134376,Tm9,4,13
130178,Tm20,4,13
49155,T1,4,13
34243,L1,4,14
27643,L2,4,14
53656,L3,4,14
143847,L5,4,14
55342,Mi1,4,14
81084,Mi4,4,14
93735,Mi9,4,14
114849,C2,4,14
65323,C3,4,14
78525,Tm1,4,14
80246,Tm2,4,14
100352,Tm4,4,14
108179,Tm9,4,14
144714,Tm20,4,14
48800,T1,4,14
38739,L1,4,15
31149,L2,4,15
81854,L3,4,15
127412,L5,4,15
68539,Mi1,4,15
103647,Mi4,4,15
133707,Mi9,4,15
109924,C2,4,15
83049,C3,4,15
83748,Tm1,4,15
81881,Tm2,4,15
96490,Tm4,4,15
134982,Tm9,4,15
140220,Tm20,4,15
53259,T1,4,15
46799,L1,4,16
45163,L2,4,16
78801,L3,4,16
165893,L5,4,16
80199,Mi1,4,16
112684,Mi4,4,16
141736,Mi9,4,16
89865,C2,4,16
75856,C3,4,16
80044,Tm1,4,16
92651,Tm2,4,16
107072,Tm4,4,16
143243,Tm9,4,16
157690,Tm20,4,16
64040,T1,4,16
42891,L1,4,17
46265,L2,4,17
106562,L3,4,17
194868,L5,4,17
91308,Mi1,4,17
128572,Mi4,4,17
160646,Mi9,4,17
133117,C2,4,17
83708,C3,4,17
132357,Tm1,4,17
105974,Tm2,4,17
101971,Tm4,4,17
152286,Tm9,4,17
156212,Tm20,4,17
59676,T1,4,17
41856,L1,4,18
51136,L2,4,18
90302,L3,4,18
115413,L5,4,18
131616,Mi1,4,18
122076,Mi4,4,18
133758,Mi9,4,18
110627,C2,4,18
86120,C3,4,18
86059,Tm1,4,18
90380,Tm2,4,18
114133,Tm4,4,18
143885,Tm9,4,18
56910,T1,4,18
116058,L1,5,2
113727,L2,5,2
236116,L3,5,2
206701,L5,5,2
158050,Mi4,5,2
133330,Mi9,5,2
130331,C2,5,2
117491,C3,5,2
111916,Tm1,5,2
93928,Tm2,5,2
156261,Tm4,5,2
95326,T1,5,2
83649,L1,5,3
85842,L2,5,3
154255,L3,5,3
188290,L5,5,3
70606,Mi1,5,3
92901,Mi4,5,3
115588,Mi9,5,3
135863,C2,5,3
91118,C3,5,3
90815,Tm1,5,3
119907,Tm2,5,3
134215,Tm9,5,3
112272,Tm20,5,3
68876,T1,5,3
70823,L1,5,4
75111,L2,5,4
129403,L3,5,4
171861,L5,5,4
58143,Mi1,5,4
66652,Mi4,5,4
105432,Mi9,5,4
115502,C2,5,4
80406,C3,5,4
114265,Tm1,5,4
72677,Tm2,5,4
63161,Tm4,5,4
104878,Tm9,5,4
114836,Tm20,5,4
60229,T1,5,4
81236,L1,5,5
68311,L2,5,5
128009,L3,5,5
144489,L5,5,5
57038,Mi1,5,5
77031,Mi4,5,5
101661,Mi9,5,5
105171,C2,5,5
78238,C3,5,5
119365,Tm1,5,5
66631,Tm2,5,5
145953,Tm4,5,5
110810,Tm9,5,5
553523,Tm20,5,5
46110,T1,5,5
39138,L1,5,6
35515,L2,5,6
70763,L3,5,6
138420,L5,5,6
54215,Mi1,5,6
68194,Mi4,5,6
93175,Mi9,5,6
112174,C2,5,6
70212,C3,5,6
70369,Tm1,5,6
106838,Tm2,5,6
87107,Tm4,5,6
116706,Tm9,5,6
110854,Tm20,5,6
40839,T1,5,6
37409,L1,5,7
32853,L2,5,7
84668,L3,5,7
118085,L5,5,7
55080,Mi1,5,7
73270,Mi4,5,7
93349,Mi9,5,7
127552,C2,5,7
71203,C3,5,7
69314,Tm1,5,7
72370,Tm2,5,7
86302,Tm4,5,7
120177,Tm9,5,7
178563,Tm20,5,7
88309,T1,5,7
43089,L1,5,8
34439,L2,5,8
87666,L3,5,8
132446,L5,5,8
49506,Mi1,5,8
64367,Mi4,5,8
90009,Mi9,5,8
107228,C2,5,8
68912,C3,5,8
61655,Tm1,5,8
63784,Tm2,5,8
84662,Tm4,5,8
115775,Tm9,5,8
122619,Tm20,5,8
47507,T1,5,8
33524,L1,5,9
34716,L2,5,9
105093,L3,5,9
104161,L5,5,9
50763,Mi1,5,9
77176,Mi4,5,9
107244,Mi9,5,9
88660,C2,5,9
61844,C3,5,9
67550,Tm1,5,9
69724,Tm2,5,9
78125,Tm4,5,9
115472,Tm9,5,9
114453,Tm20,5,9
45647,T1,5,9
30174,L1,5,10
27824,L2,5,10
57929,L3,5,10
123271,L5,5,10
48306,Mi1,5,10
71888,Mi4,5,10
101341,Mi9,5,10
98884,C2,5,10
63101,C3,5,10
73727,Tm1,5,10
68108,Tm2,5,10
102652,Tm4,5,10
111294,Tm9,5,10
118171,Tm20,5,10
45339,T1,5,10
29301,L1,5,11
24815,L2,5,11
65343,L3,5,11
102526,L5,5,11
50005,Mi1,5,11
72650,Mi4,5,11
105107,Mi9,5,11
92160,C2,5,11
67546,C3,5,11
64229,Tm1,5,11
72706,Tm2,5,11
76464,Tm4,5,11
115844,Tm9,5,11
170833,Tm20,5,11
79022,T1,5,11
31702,L1,5,12
27773,L2,5,12
65385,L3,5,12
116211,L5,5,12
80262,Mi1,5,12
67117,Mi4,5,12
102139,Mi9,5,12
110218,C2,5,12
56321,C3,5,12
58564,Tm1,5,12
103048,Tm2,5,12
98396,Tm4,5,12
113139,Tm9,5,12
124440,Tm20,5,12
41574,T1,5,12
28918,L1,5,13
25660,L2,5,13
66546,L3,5,13
134910,L5,5,13
56509,Mi1,5,13
72757,Mi4,5,13
121290,Mi9,5,13
95812,C2,5,13
49428,C3,5,13
66182,Tm1,5,13
69585,Tm2,5,13
103877,Tm4,5,13
125333,Tm9,5,13
141199,Tm20,5,13
81098,T1,5,13
30185,L1,5,14
22770,L2,5,14
69743,L3,5,14
113605,L5,5,14
88595,Mi1,5,14
85601,Mi4,5,14
127359,Mi9,5,14
92397,C2,5,14
52842,C3,5,14
73993,Tm1,5,14
61552,Tm2,5,14
86218,Tm4,5,14
125101,Tm9,5,14
145967,Tm20,5,14
39219,T1,5,14
28673,L1,5,15
25645,L2,5,15
40008,L3,5,15
144540,L5,5,15
103613,Mi1,5,15
120280,Mi4,5,15
116913,Mi9,5,15
106103,C2,5,15
72733,C3,5,15
59945,Tm1,5,15
95709,Tm2,5,15
129388,Tm4,5,15
132972,Tm9,5,15
122147,Tm9,5,15
141901,Tm20,5,15
34255,T1,5,15
34108,L1,5,16
25748,L2,5,16
71301,L3,5,16
128588,L5,5,16
63932,Mi1,5,16
82247,Mi4,5,16
116645,Mi9,5,16
79592,C2,5,16
57500,C3,5,16
70499,Tm1,5,16
70918,Tm2,5,16
101264,Tm4,5,16
117640,Tm9,5,16
136019,Tm20,5,16
41982,T1,5,16
36442,L1,5,17
30969,L2,5,17
71645,L3,5,17
129123,L5,5,17
59492,Mi1,5,17
87747,Mi4,5,17
130798,Mi9,5,17
90284,C2,5,17
83080,C3,5,17
78300,Tm1,5,17
76480,Tm2,5,17
91408,Tm4,5,17
125569,Tm9,5,17
217562,Tm20,5,17
73203,T1,5,17
35355,L1,5,18
30628,L2,5,18
49638,L3,5,18
160931,L5,5,18
69995,Mi1,5,18
107768,Mi4,5,18
77259,Mi9,5,18
127637,C2,5,18
87986,C3,5,18
73597,Tm1,5,18
75886,Tm2,5,18
99494,Tm4,5,18
132620,Tm9,5,18
141600,Tm20,5,18
45912,T1,5,18
218454,L1,5,19
39242,L2,5,19
123203,L3,5,19
180274,L5,5,19
70224,Mi1,5,19
61872,Mi4,5,19
147694,Mi9,5,19
146117,C2,5,19
64963,C3,5,19
73468,Tm1,5,19
82533,Tm2,5,19
100576,Tm4,5,19
133120,Tm9,5,19
122644,T1,5,19
33890,L1,5,20
30374,L2,5,20
548341,L3,5,20
154969,L5,5,20
74385,Mi1,5,20
88439,Mi4,5,20
148292,Mi9,5,20
80095,C3,5,20
69097,Tm1,5,20
86414,Tm2,5,20
105358,Tm4,5,20
92126,Tm4,5,20
136816,Tm9,5,20
143424,Tm20,5,20
45675,T1,5,20
123857,L1,6,1
142992,L2,6,1
169019,L3,6,1
221549,L5,6,1
95818,Mi1,6,1
114877,Mi4,6,1
128416,Mi9,6,1
557516,C2,6,1
92898,C3,6,1
101180,Tm1,6,1
99278,Tm4,6,1
127653,Tm9,6,1
545401,T1,6,1
91376,L1,6,2
160837,L2,6,2
140592,L3,6,2
169649,L5,6,2
61073,Mi1,6,2
100771,Mi4,6,2
116326,Mi9,6,2
133289,C2,6,2
99344,C3,6,2
92978,Tm1,6,2
94246,Tm2,6,2
93894,Tm4,6,2
124216,Tm9,6,2
122172,Tm20,6,2
160965,T1,6,2
66513,L1,6,3
82058,L2,6,3
130391,L3,6,3
164118,L5,6,3
54298,Mi1,6,3
75238,Mi4,6,3
93629,Mi9,6,3
123921,C2,6,3
83698,C3,6,3
72999,Tm1,6,3
77713,Tm2,6,3
85193,Tm4,6,3
114619,Tm20,6,3
65233,T1,6,3
68916,L1,6,4
35097,L2,6,4
139132,L3,6,4
153650,L5,6,4
49521,Mi1,6,4
70580,Mi4,6,4
91068,Mi9,6,4
107462,C2,6,4
79828,C3,6,4
61472,Tm1,6,4
46275,Tm2,6,4
86687,Tm4,6,4
107716,Tm9,6,4
112043,Tm20,6,4
44429,T1,6,4
56186,L1,6,5
38310,L2,6,5
122442,L3,6,5
149231,L5,6,5
48346,Mi1,6,5
64557,Mi4,6,5
97037,Mi9,6,5
146344,C2,6,5
45437,C3,6,5
65425,Tm1,6,5
61003,Tm2,6,5
93066,Tm4,6,5
113692,Tm9,6,5
106076,Tm20,6,5
47165,T1,6,5
40132,L1,6,6
33433,L2,6,6
78737,L3,6,6
120173,L5,6,6
47649,Mi1,6,6
67895,Mi4,6,6
94412,Mi9,6,6
115933,C2,6,6
77386,C3,6,6
61042,Tm1,6,6
69168,Tm2,6,6
79302,Tm4,6,6
110967,Tm9,6,6
123995,Tm20,6,6
39862,T1,6,6
35178,L1,6,7
32945,L2,6,7
80267,L3,6,7
127289,L5,6,7
50100,Mi1,6,7
60470,Mi4,6,7
101404,Mi9,6,7
124486,C2,6,7
66867,C3,6,7
58240,Tm1,6,7
62285,Tm2,6,7
84130,Tm4,6,7
103510,Tm9,6,7
117149,Tm20,6,7
39161,T1,6,7
39881,L1,6,8
37394,L2,6,8
75117,L3,6,8
141009,L5,6,8
46564,Mi1,6,8
59081,Mi4,6,8
101300,Mi9,6,8
105186,C2,6,8
67339,C3,6,8
59643,Tm1,6,8
67148,Tm2,6,8
116321,Tm4,6,8
120385,Tm9,6,8
121096,Tm20,6,8
41249,T1,6,8
40108,L1,6,9
27688,L2,6,9
62066,L3,6,9
128463,L5,6,9
44150,Mi1,6,9
63186,Mi4,6,9
138015,Mi9,6,9
138465,Mi9,6,9
92306,C2,6,9
64962,C3,6,9
54865,Tm1,6,9
60339,Tm2,6,9
79923,Tm4,6,9
111323,Tm9,6,9
100650,Tm20,6,9
39978,T1,6,9
28713,L1,6,10
27351,L2,6,10
59096,L3,6,10
126114,L5,6,10
44881,Mi1,6,10
65254,Mi4,6,10
103079,Mi9,6,10
96869,C2,6,10
55898,C3,6,10
60988,Tm1,6,10
546945,Tm2,6,10
78704,Tm4,6,10
103313,Tm9,6,10
110997,Tm20,6,10
42935,T1,6,10
31271,L1,6,11
25779,L2,6,11
61830,L3,6,11
100114,L5,6,11
51497,Mi1,6,11
62267,Mi4,6,11
84922,Mi9,6,11
90769,C2,6,11
48573,C3,6,11
55716,Tm1,6,11
59642,Tm2,6,11
91873,Tm4,6,11
100442,Tm9,6,11
107706,Tm20,6,11
51833,T1,6,11
31485,L1,6,12
28477,L2,6,12
80475,L3,6,12
102378,L5,6,12
55213,Mi1,6,12
65505,Mi4,6,12
89571,Mi9,6,12
157530,C2,6,12
57621,C3,6,12
60617,Tm1,6,12
60537,Tm2,6,12
86309,Tm4,6,12
115769,Tm9,6,12
118499,Tm20,6,12
39940,T1,6,12
31133,L1,6,13
26742,L2,6,13
75887,L3,6,13
119396,L5,6,13
49542,Mi1,6,13
63505,Mi4,6,13
84429,Mi9,6,13
91143,C2,6,13
54135,C3,6,13
58986,Tm1,6,13
65591,Tm2,6,13
86890,Tm4,6,13
101013,Tm9,6,13
124889,Tm20,6,13
45395,T1,6,13
40561,L1,6,14
25442,L2,6,14
60709,L3,6,14
117127,L5,6,14
47404,Mi1,6,14
117119,Mi4,6,14
98261,Mi9,6,14
96299,C2,6,14
58261,C3,6,14
59094,Tm1,6,14
59116,Tm2,6,14
54452,Tm4,6,14
116950,Tm9,6,14
121058,Tm20,6,14
74236,T1,6,14
29606,L1,6,15
25214,L2,6,15
116658,L3,6,15
130396,L5,6,15
79061,Mi1,6,15
74340,Mi4,6,15
68577,Mi9,6,15
133111,C2,6,15
55503,C3,6,15
63205,Tm1,6,15
70996,Tm2,6,15
78139,Tm4,6,15
128219,Tm9,6,15
131275,Tm20,6,15
45583,T1,6,15
29312,L1,6,16
73965,L2,6,16
62618,L3,6,16
147854,L5,6,16
59167,Mi1,6,16
76780,Mi4,6,16
95354,Mi9,6,16
88493,C2,6,16
542975,C3,6,16
65349,Tm1,6,16
66906,Tm2,6,16
99110,Tm4,6,16
116542,Tm9,6,16
143632,Tm20,6,16
40433,T1,6,16
28859,L1,6,17
24353,L2,6,17
42442,L3,6,17
128191,L5,6,17
53596,Mi1,6,17
87938,Mi4,6,17
103889,Mi9,6,17
90254,C2,6,17
73951,C3,6,17
104583,Tm1,6,17
99555,Tm2,6,17
110245,Tm9,6,17
127491,Tm20,6,17
49995,T1,6,17
29456,L1,6,18
25950,L2,6,18
44558,L3,6,18
113126,L5,6,18
51473,Mi1,6,18
81973,Mi4,6,18
115846,Mi9,6,18
85369,C2,6,18
73473,C3,6,18
71780,Tm1,6,18
66535,Tm2,6,18
91453,Tm4,6,18
120858,Tm9,6,18
122039,Tm20,6,18
70253,T1,6,18
30476,L1,6,19
19527,L2,6,19
64652,L3,6,19
179969,L5,6,19
543809,Mi1,6,19
87966,Mi4,6,19
119964,Mi9,6,19
110370,C2,6,19
58297,C3,6,19
73671,Tm1,6,19
547237,Tm2,6,19
90377,Tm4,6,19
120171,Tm9,6,19
149764,Tm20,6,19
547254,T1,6,19
29943,L1,6,20
20221,L2,6,20
114970,L3,6,20
121714,L5,6,20
54156,Mi1,6,20
74370,Mi4,6,20
97133,Mi9,6,20
114605,C2,6,20
86238,C3,6,20
58418,Tm1,6,20
68205,Tm2,6,20
104708,Tm4,6,20
124542,Tm9,6,20
153395,Tm20,6,20
40071,T1,6,20
45179,L1,6,21
59687,L2,6,21
50513,L3,6,21
161948,L5,6,21
72886,Mi1,6,21
106381,Mi4,6,21
137393,Mi9,6,21
137040,C2,6,21
89531,C3,6,21
86986,Tm1,6,21
95803,Tm2,6,21
94875,Tm4,6,21
134912,Tm9,6,21
72489,L1,6,22
39559,L2,6,22
163617,L3,6,22
175727,L5,6,22
81554,Mi1,6,22
127459,Mi4,6,22
171897,Mi9,6,22
86459,C2,6,22
77663,C3,6,22
98691,Tm1,6,22
105213,Tm2,6,22
99712,Tm4,6,22
138224,Tm9,6,22
130491,Tm20,6,22
46226,T1,6,22
95979,L1,7,1
120667,L2,7,1
157650,L3,7,1
224041,L5,7,1
90320,Mi1,7,1
120963,Mi4,7,1
138584,Mi9,7,1
157995,C2,7,1
103615,C3,7,1
113195,Tm1,7,1
118175,Tm2,7,1
95128,Tm4,7,1
184925,Tm9,7,1
134431,Tm20,7,1
91256,T1,7,1
68679,L1,7,2
91871,L2,7,2
126153,L3,7,2
170901,L5,7,2
58302,Mi1,7,2
91486,Mi4,7,2
116758,Mi9,7,2
147746,C2,7,2
99557,C3,7,2
97246,Tm1,7,2
93954,Tm2,7,2
113200,Tm20,7,2
64393,T1,7,2
53857,L1,7,3
68733,L2,7,3
123497,L3,7,3
145684,L5,7,3
50516,Mi1,7,3
554353,Mi4,7,3
87931,Mi9,7,3
115439,C2,7,3
83630,C3,7,3
65861,Tm1,7,3
68985,Tm2,7,3
91637,Tm4,7,3
109739,Tm9,7,3
108236,Tm20,7,3
92428,T1,7,3
60001,L1,7,4
63860,L2,7,4
123999,L3,7,4
136014,L5,7,4
50703,Mi1,7,4
60307,Mi4,7,4
77728,Mi9,7,4
104997,C2,7,4
71320,C3,7,4
65436,Tm1,7,4
65276,Tm2,7,4
91897,Tm4,7,4
102345,Tm9,7,4
117593,Tm20,7,4
140768,Tm20,7,4
50519,T1,7,4
56002,L1,7,5
59895,L2,7,5
136297,L3,7,5
124993,L5,7,5
45964,Mi1,7,5
66725,Mi4,7,5
74395,Mi9,7,5
107553,C2,7,5
70925,C3,7,5
58383,Tm1,7,5
59900,Tm2,7,5
85655,Tm4,7,5
109845,Tm9,7,5
116029,Tm20,7,5
56120,T1,7,5
37287,L1,7,6
37504,L2,7,6
78627,L3,7,6
